n_estimators,max_depth,min_samples_split,min_samples_leaf,accuracy,f1_score
30,3,5,4,0.8524590163934426,0.847457627118644
30,3,2,4,0.8524590163934426,0.847457627118644
30,3,10,1,0.8360655737704918,0.8275862068965517
10,3,5,2,0.8360655737704918,0.8275862068965517
30,3,10,4,0.8360655737704918,0.8275862068965517
30,3,2,1,0.8360655737704918,0.8275862068965517
10,3,5,1,0.8360655737704918,0.8275862068965517
10,5,10,4,0.8360655737704918,0.8275862068965517
30,3,2,2,0.8360655737704918,0.8275862068965517
30,3,5,1,0.8360655737704918,0.8275862068965517
20,5,10,2,0.8360655737704918,0.8275862068965517
30,3,5,2,0.8360655737704918,0.8275862068965517
30,3,10,2,0.8360655737704918,0.8275862068965517
20,5,5,2,0.819672131147541,0.8135593220338984
10,5,10,2,0.819672131147541,0.8135593220338984
20,5,2,2,0.819672131147541,0.8135593220338984
10,5,10,1,0.819672131147541,0.8135593220338984
20,3,2,1,0.819672131147541,0.8135593220338984
20,5,2,4,0.819672131147541,0.8070175438596491
10,5,2,4,0.819672131147541,0.8070175438596491
30,5,2,4,0.819672131147541,0.8070175438596491
10,5,5,4,0.819672131147541,0.8070175438596491
20,5,5,4,0.819672131147541,0.8070175438596491
30,5,5,4,0.819672131147541,0.8070175438596491
20,5,10,4,0.819672131147541,0.8070175438596491
30,5,5,2,0.819672131147541,0.8070175438596491
30,5,10,4,0.819672131147541,0.8070175438596491
20,5,10,1,0.819672131147541,0.8070175438596491
30,5,2,2,0.819672131147541,0.8070175438596491
20,5,2,1,0.8032786885245902,0.8
10,3,2,1,0.8032786885245902,0.8
10,5,2,1,0.8032786885245902,0.7931034482758621
30,5,2,1,0.8032786885245902,0.7931034482758621
20,3,10,4,0.8032786885245902,0.7931034482758621
20,3,5,4,0.8032786885245902,0.7931034482758621
20,3,2,4,0.8032786885245902,0.7931034482758621
30,5,10,1,0.8032786885245902,0.7857142857142857
20,3,5,1,0.8032786885245902,0.7857142857142857
20,3,5,2,0.8032786885245902,0.7857142857142857
10,3,5,4,0.8032786885245902,0.7857142857142857
10,3,2,4,0.8032786885245902,0.7857142857142857
30,5,10,2,0.8032786885245902,0.7857142857142857
10,3,2,2,0.7868852459016393,0.7796610169491526
30,5,5,1,0.7868852459016393,0.7796610169491526
10,5,2,2,0.7868852459016393,0.7796610169491526
20,3,10,1,0.7868852459016393,0.7719298245614035
20,3,10,2,0.7868852459016393,0.7719298245614035
10,3,10,1,0.7868852459016393,0.7719298245614035
10,3,10,4,0.7868852459016393,0.7719298245614035
20,3,2,2,0.7868852459016393,0.7719298245614035
10,3,10,2,0.7868852459016393,0.7719298245614035
10,5,5,2,0.7704918032786885,0.7666666666666667
20,5,5,1,0.7704918032786885,0.7586206896551724
10,5,5,1,0.7540983606557377,0.7457627118644068
