n_estimators,max_depth,min_samples_split,min_samples_leaf,accuracy,f1_score
10,3,2,1,0.8181818181818182,0.8571428571428571
20,3,10,1,0.8181818181818182,0.8571428571428571
20,5,10,1,0.8181818181818182,0.8571428571428571
20,3,5,1,0.8181818181818182,0.8571428571428571
20,5,2,1,0.8181818181818182,0.8571428571428571
20,3,2,1,0.8181818181818182,0.8571428571428571
20,5,2,2,0.8181818181818182,0.8571428571428571
20,5,10,4,0.7272727272727273,0.7692307692307693
20,3,10,4,0.7272727272727273,0.7692307692307693
20,5,5,4,0.7272727272727273,0.7692307692307693
20,3,5,4,0.7272727272727273,0.7692307692307693
20,3,2,2,0.7272727272727273,0.7692307692307693
20,5,2,4,0.7272727272727273,0.7692307692307693
20,3,2,4,0.7272727272727273,0.7692307692307693
20,5,10,2,0.7272727272727273,0.7692307692307693
20,3,10,2,0.7272727272727273,0.7692307692307693
20,3,5,2,0.7272727272727273,0.7692307692307693
20,5,5,2,0.7272727272727273,0.7692307692307693
30,3,2,1,0.7272727272727273,0.7692307692307693
30,5,2,1,0.7272727272727273,0.7692307692307693
20,5,5,1,0.7272727272727273,0.7692307692307693
10,3,2,2,0.6363636363636364,0.6666666666666666
10,5,5,1,0.6363636363636364,0.6666666666666666
30,3,5,1,0.6363636363636364,0.6666666666666666
30,3,2,4,0.6363636363636364,0.6666666666666666
30,5,2,4,0.6363636363636364,0.6666666666666666
10,3,5,4,0.6363636363636364,0.6666666666666666
10,5,5,4,0.6363636363636364,0.6666666666666666
10,3,5,1,0.6363636363636364,0.6666666666666666
10,5,2,2,0.6363636363636364,0.6666666666666666
30,3,5,4,0.6363636363636364,0.6666666666666666
30,5,5,4,0.6363636363636364,0.6666666666666666
10,3,10,4,0.6363636363636364,0.6666666666666666
10,5,10,4,0.6363636363636364,0.6666666666666666
30,3,10,4,0.6363636363636364,0.6666666666666666
10,5,2,4,0.6363636363636364,0.6666666666666666
10,3,2,4,0.6363636363636364,0.6666666666666666
30,5,10,2,0.6363636363636364,0.6666666666666666
10,5,10,1,0.6363636363636364,0.6666666666666666
30,5,10,1,0.6363636363636364,0.6666666666666666
30,3,10,1,0.6363636363636364,0.6666666666666666
30,3,2,2,0.6363636363636364,0.6666666666666666
30,5,2,2,0.6363636363636364,0.6666666666666666
10,3,5,2,0.6363636363636364,0.6666666666666666
10,5,5,2,0.6363636363636364,0.6666666666666666
10,5,2,1,0.6363636363636364,0.6666666666666666
30,3,10,2,0.6363636363636364,0.6666666666666666
30,3,5,2,0.6363636363636364,0.6666666666666666
30,5,5,2,0.6363636363636364,0.6666666666666666
10,3,10,2,0.6363636363636364,0.6666666666666666
10,5,10,2,0.6363636363636364,0.6666666666666666
10,3,10,1,0.6363636363636364,0.6666666666666666
30,5,5,1,0.6363636363636364,0.6666666666666666
30,5,10,4,0.6363636363636364,0.6666666666666666
