n_estimators,max_depth,min_samples_split,min_samples_leaf,accuracy,f1_score
10,5,10,4,0.7777777777777778,0.75
30,3,2,4,0.7407407407407407,0.7407407407407407
30,3,10,4,0.7407407407407407,0.7407407407407407
30,3,5,4,0.7407407407407407,0.7407407407407407
10,5,5,2,0.7777777777777778,0.7272727272727273
30,3,10,2,0.7407407407407407,0.6956521739130435
30,3,5,2,0.7407407407407407,0.6956521739130435
10,5,2,4,0.7407407407407407,0.6956521739130435
30,3,10,1,0.7407407407407407,0.6956521739130435
30,3,2,2,0.7407407407407407,0.6956521739130435
10,5,5,4,0.7407407407407407,0.6956521739130435
30,5,5,1,0.7407407407407407,0.6956521739130435
20,3,2,4,0.7037037037037037,0.6923076923076923
30,5,2,4,0.7037037037037037,0.6923076923076923
30,5,5,4,0.7037037037037037,0.6923076923076923
20,3,10,4,0.7037037037037037,0.6923076923076923
20,3,5,4,0.7037037037037037,0.6923076923076923
10,3,10,2,0.7037037037037037,0.6666666666666666
10,5,10,2,0.7407407407407407,0.6666666666666666
10,3,2,1,0.7037037037037037,0.6666666666666666
20,3,10,2,0.6666666666666666,0.6666666666666666
20,5,2,4,0.6666666666666666,0.6666666666666666
20,5,5,4,0.6666666666666666,0.6666666666666666
20,5,10,4,0.6666666666666666,0.6666666666666666
10,5,2,1,0.6666666666666666,0.6666666666666666
30,5,10,4,0.6666666666666666,0.6666666666666666
10,3,5,1,0.7037037037037037,0.6666666666666666
10,5,2,2,0.7407407407407407,0.6666666666666666
10,3,10,1,0.7037037037037037,0.6666666666666666
10,3,2,2,0.7037037037037037,0.6666666666666666
10,3,5,2,0.7037037037037037,0.6666666666666666
20,3,10,1,0.6666666666666666,0.6666666666666666
10,3,10,4,0.6666666666666666,0.64
10,3,5,4,0.6666666666666666,0.64
20,5,2,1,0.6666666666666666,0.64
30,3,2,1,0.6666666666666666,0.64
10,3,2,4,0.6666666666666666,0.64
30,3,5,1,0.7037037037037037,0.6363636363636364
20,5,5,2,0.7037037037037037,0.6363636363636364
10,5,5,1,0.7037037037037037,0.6363636363636364
20,5,10,2,0.7037037037037037,0.6363636363636364
30,5,5,2,0.7037037037037037,0.6363636363636364
30,5,10,2,0.7037037037037037,0.6363636363636364
30,5,2,1,0.6296296296296297,0.6153846153846154
20,3,2,1,0.6296296296296297,0.6153846153846154
20,3,5,2,0.6296296296296297,0.6153846153846154
20,3,5,1,0.6296296296296297,0.6153846153846154
20,3,2,2,0.6296296296296297,0.6153846153846154
20,5,5,1,0.7037037037037037,0.6
20,5,10,1,0.7037037037037037,0.6
30,5,10,1,0.7037037037037037,0.6
20,5,2,2,0.7037037037037037,0.6
10,5,10,1,0.7037037037037037,0.6
30,5,2,2,0.6666666666666666,0.5714285714285714
