n_estimators,max_depth,learning_rate,accuracy,f1_score
30,5,0.1,0.8148148148148148,0.8863636363636364
20,5,0.1,0.8148148148148148,0.8863636363636364
20,3,0.1,0.7962962962962963,0.8764044943820225
30,3,0.1,0.7962962962962963,0.8735632183908046
30,5,0.05,0.7777777777777778,0.8666666666666667
10,5,0.01,0.7407407407407407,0.851063829787234
10,5,0.1,0.7407407407407407,0.851063829787234
10,3,0.1,0.7407407407407407,0.851063829787234
30,3,0.05,0.7407407407407407,0.851063829787234
10,3,0.01,0.7407407407407407,0.851063829787234
20,3,0.05,0.7407407407407407,0.851063829787234
10,5,0.05,0.7407407407407407,0.851063829787234
10,3,0.05,0.7407407407407407,0.851063829787234
30,5,0.01,0.7407407407407407,0.851063829787234
30,3,0.01,0.7407407407407407,0.851063829787234
20,5,0.01,0.7407407407407407,0.851063829787234
20,3,0.01,0.7407407407407407,0.851063829787234
20,5,0.05,0.7407407407407407,0.851063829787234
