learning_rate,epochs,accuracy,f1_score
0.1,10.0,1.0,1.0
0.001,10.0,0.8,0.8
0.001,50.0,0.8,0.8
0.05,10.0,0.8,0.8
0.05,150.0,0.8,0.8
0.1,50.0,0.8,0.8
0.1,150.0,0.8,0.8
0.001,100.0,0.7,0.7030303030303029
0.001,150.0,0.7,0.7030303030303029
0.05,50.0,0.7,0.7030303030303029
0.05,100.0,0.7,0.7030303030303029
0.1,100.0,0.7,0.7030303030303029
