learning_rate,epochs,accuracy,f1_score
0.05,100.0,0.9,0.9006060606060606
0.001,100.0,0.9,0.9002855977152183
0.001,300.0,0.88,0.88
0.01,100.0,0.88,0.88
0.01,200.0,0.86,0.856096096096096
0.01,300.0,0.84,0.84
0.001,200.0,0.84,0.8367402376910016
0.05,300.0,0.82,0.8210909090909091
0.05,200.0,0.82,0.8116923076923078
