learning_rate,epochs,accuracy,f1_score
0.001,10.0,0.9444444444444444,0.9446164430684555
0.001,50.0,0.9444444444444444,0.9439153439153439
0.001,100.0,0.9444444444444444,0.9439153439153439
0.001,150.0,0.8333333333333334,0.8317460317460318
0.05,10.0,0.5555555555555556,0.39682539682539686
0.05,50.0,0.5555555555555556,0.39682539682539686
0.05,150.0,0.5555555555555556,0.39682539682539686
0.1,10.0,0.5555555555555556,0.39682539682539686
0.1,50.0,0.5555555555555556,0.39682539682539686
0.1,100.0,0.5555555555555556,0.39682539682539686
0.1,150.0,0.5555555555555556,0.39682539682539686
0.05,100.0,0.4444444444444444,0.3418803418803419
