learning_rate,epochs,accuracy,f1_score
0.001,100.0,1.0,1.0
0.001,150.0,0.9516129032258065,0.9500520291363163
0.1,10.0,0.8064516129032258,0.7650508883905468
0.001,10.0,0.7903225806451613,0.7516004054823434
0.05,10.0,0.7903225806451613,0.7386544971887908
0.001,50.0,0.7580645161290323,0.7133850832488579
0.1,150.0,0.7741935483870968,0.7103598014888338
0.1,50.0,0.7419354838709677,0.6467167106241969
0.05,50.0,0.7258064516129032,0.6104914078987036
0.05,100.0,0.7258064516129032,0.6104914078987036
0.05,150.0,0.7258064516129032,0.6104914078987036
0.1,100.0,0.7258064516129032,0.6104914078987036
