learning_rate,epochs,accuracy,f1_score
0.001,50.0,1.0,1.0
0.001,100.0,1.0,1.0
0.001,150.0,1.0,1.0
0.05,50.0,1.0,1.0
0.05,100.0,1.0,1.0
0.05,150.0,1.0,1.0
0.1,100.0,1.0,1.0
0.1,150.0,0.975,0.9749843652282676
0.1,50.0,0.75,0.7333333333333333
0.001,10.0,0.55,0.43573667711598746
0.05,10.0,0.5,0.3333333333333333
0.1,10.0,0.5,0.3333333333333333
