learning_rate,epochs,accuracy,f1_score
0.001,10.0,1.0,1.0
0.001,50.0,1.0,1.0
0.001,100.0,1.0,1.0
0.001,150.0,1.0,1.0
0.05,150.0,0.9770114942528736,0.9770542920029346
0.1,50.0,0.9770114942528736,0.9770542920029346
0.05,100.0,0.9540229885057471,0.9538871810067038
0.05,10.0,0.9425287356321839,0.942589997472949
0.05,50.0,0.9310344827586207,0.9311628760088041
0.1,100.0,0.9310344827586207,0.9301893171061527
0.1,150.0,0.896551724137931,0.8949673939182468
0.1,10.0,0.7701149425287356,0.763324567576577
