learning_rate,epochs,accuracy,f1_score
0.05,100.0,0.4,0.325
0.01,200.0,0.4,0.325
0.001,100.0,0.3,0.13846153846153847
0.001,200.0,0.3,0.13846153846153847
0.001,300.0,0.3,0.13846153846153847
0.05,200.0,0.3,0.13846153846153847
0.05,300.0,0.3,0.13846153846153847
0.01,100.0,0.3,0.13846153846153847
0.01,300.0,0.3,0.13846153846153847
