n_estimators,max_depth,learning_rate,accuracy,f1_score
20,5,0.05,0.8421052631578947,0.4
30,3,0.05,0.8421052631578947,0.4
20,5,0.1,0.8421052631578947,0.4
20,3,0.1,0.8421052631578947,0.4
10,5,0.1,0.8421052631578947,0.4
10,3,0.1,0.8421052631578947,0.4
30,5,0.05,0.8421052631578947,0.4
20,3,0.05,0.8421052631578947,0.4
30,3,0.1,0.7894736842105263,0.3333333333333333
30,5,0.1,0.7894736842105263,0.3333333333333333
10,5,0.01,0.7894736842105263,0.0
10,5,0.05,0.7894736842105263,0.0
10,3,0.05,0.7894736842105263,0.0
30,5,0.01,0.7894736842105263,0.0
30,3,0.01,0.7894736842105263,0.0
20,5,0.01,0.7894736842105263,0.0
20,3,0.01,0.7894736842105263,0.0
10,3,0.01,0.7894736842105263,0.0
