n_estimators,max_depth,learning_rate,accuracy,f1_score
30,5,0.1,0.7407407407407407,0.7878787878787878
30,3,0.1,0.7407407407407407,0.7878787878787878
20,5,0.1,0.7407407407407407,0.7878787878787878
20,3,0.1,0.7407407407407407,0.7878787878787878
30,5,0.05,0.7407407407407407,0.7878787878787878
30,3,0.05,0.7407407407407407,0.7878787878787878
10,5,0.01,0.7037037037037037,0.7647058823529411
10,5,0.1,0.7037037037037037,0.7647058823529411
10,3,0.1,0.7037037037037037,0.7647058823529411
10,3,0.01,0.7037037037037037,0.7647058823529411
20,3,0.05,0.7037037037037037,0.7647058823529411
10,5,0.05,0.7037037037037037,0.7647058823529411
10,3,0.05,0.7037037037037037,0.7647058823529411
30,5,0.01,0.7037037037037037,0.7647058823529411
30,3,0.01,0.7037037037037037,0.7647058823529411
20,5,0.01,0.7037037037037037,0.7647058823529411
20,3,0.01,0.7037037037037037,0.7647058823529411
20,5,0.05,0.7037037037037037,0.7647058823529411
