lr,epochs,accuracy,f1_score
0.001,300.0,0.8305084745762712,0.7619047619047619
0.01,300.0,0.7966101694915254,0.76
0.001,200.0,0.8135593220338984,0.7441860465116279
0.05,200.0,0.7796610169491526,0.7346938775510204
0.05,300.0,0.7796610169491526,0.7346938775510204
0.001,100.0,0.7796610169491526,0.723404255319149
0.01,200.0,0.7627118644067796,0.72
0.05,100.0,0.6779661016949152,0.6666666666666666
0.01,100.0,0.6779661016949152,0.5581395348837209
