lr,epochs,accuracy,f1_score
0.01,300.0,0.7878787878787878,0.6956521739130435
0.05,100.0,0.696969696969697,0.6153846153846154
0.05,200.0,0.696969696969697,0.6153846153846154
0.05,300.0,0.696969696969697,0.6153846153846154
0.01,200.0,0.7272727272727273,0.5714285714285714
0.001,100.0,0.696969696969697,0.375
0.001,200.0,0.696969696969697,0.375
0.001,300.0,0.696969696969697,0.375
0.01,100.0,0.6666666666666666,0.26666666666666666
