lr,epochs,accuracy,f1_score
0.001,200.0,0.9,0.9090909090909091
0.001,300.0,0.9,0.9090909090909091
0.05,100.0,0.9,0.9090909090909091
0.05,200.0,0.9,0.9090909090909091
0.05,300.0,0.9,0.9090909090909091
0.01,200.0,0.8,0.8333333333333334
0.01,300.0,0.8,0.8333333333333334
0.001,100.0,0.8,0.8
0.01,100.0,0.7,0.6666666666666666
