lr,epochs,accuracy,f1_score
0.05,300.0,1.0,1.0
0.01,300.0,1.0,1.0
0.05,200.0,0.98,0.98
0.001,300.0,0.98,0.9795918367346939
0.01,200.0,0.95,0.9514563106796117
0.001,200.0,0.92,0.92
0.05,100.0,0.86,0.8679245283018868
0.01,100.0,0.8,0.8214285714285714
0.001,100.0,0.79,0.8141592920353983
