lr,epochs,accuracy,f1_score
0.001,200.0,0.7962962962962963,0.7659574468085106
0.001,300.0,0.7962962962962963,0.7659574468085106
0.05,200.0,0.7777777777777778,0.7142857142857143
0.05,300.0,0.7777777777777778,0.7142857142857143
0.01,300.0,0.7407407407407407,0.6956521739130435
0.05,100.0,0.7592592592592593,0.6666666666666666
0.01,200.0,0.7222222222222222,0.6511627906976745
0.01,100.0,0.6666666666666666,0.55
0.001,100.0,0.6851851851851852,0.5142857142857142
