lr,epochs,accuracy,f1_score
0.001,200.0,0.7222222222222222,0.6153846153846154
0.001,300.0,0.7222222222222222,0.6153846153846154
0.05,100.0,0.7222222222222222,0.5454545454545454
0.05,200.0,0.7222222222222222,0.5454545454545454
0.05,300.0,0.7222222222222222,0.5454545454545454
0.01,100.0,0.6666666666666666,0.5
0.01,200.0,0.6666666666666666,0.5
0.01,300.0,0.6666666666666666,0.5
0.001,100.0,0.6111111111111112,0.46153846153846156
