lr,epochs,accuracy,f1_score
0.05,300.0,0.9285714285714286,0.9454545454545454
0.001,300.0,0.8333333333333334,0.8813559322033898
0.01,300.0,0.8333333333333334,0.8679245283018868
0.001,200.0,0.7380952380952381,0.7924528301886793
0.05,100.0,0.6904761904761905,0.7450980392156863
0.05,200.0,0.6904761904761905,0.7450980392156863
0.01,200.0,0.6904761904761905,0.7111111111111111
0.001,100.0,0.5952380952380952,0.6222222222222222
0.01,100.0,0.5476190476190477,0.5128205128205128
