lr,epochs,accuracy,f1_score
0.01,100.0,1.0,1.0
0.01,200.0,1.0,1.0
0.01,300.0,1.0,1.0
0.05,200.0,0.9473684210526315,0.8888888888888888
0.05,300.0,0.9473684210526315,0.8888888888888888
0.001,200.0,0.8947368421052632,0.6666666666666666
0.001,300.0,0.8947368421052632,0.6666666666666666
0.001,100.0,0.8421052631578947,0.4
0.05,100.0,0.7894736842105263,0.0
