lr,epochs,accuracy,f1_score
0.05,300.0,1.0,1.0
0.01,100.0,0.95,0.967741935483871
0.01,200.0,0.95,0.967741935483871
0.01,300.0,0.95,0.967741935483871
0.001,200.0,0.9,0.9375
0.001,300.0,0.9,0.9375
0.05,100.0,0.9,0.9285714285714286
0.05,200.0,0.9,0.9285714285714286
0.001,100.0,0.85,0.9090909090909091
