lr,epochs,accuracy,f1_score
0.01,300.0,0.9090909090909091,0.8888888888888888
0.001,300.0,0.8181818181818182,0.8333333333333334
0.05,100.0,0.8181818181818182,0.8
0.05,200.0,0.8181818181818182,0.8
0.05,300.0,0.8181818181818182,0.8
0.01,100.0,0.8181818181818182,0.8
0.01,200.0,0.8181818181818182,0.8
0.001,100.0,0.7272727272727273,0.7692307692307693
0.001,200.0,0.7272727272727273,0.7692307692307693
