lr,epochs,accuracy,f1_score
0.01,300.0,0.9411764705882353,0.9090909090909091
0.01,200.0,0.7647058823529411,0.75
0.05,100.0,0.8235294117647058,0.7272727272727273
0.05,200.0,0.8235294117647058,0.7272727272727273
0.05,300.0,0.8235294117647058,0.7272727272727273
0.01,100.0,0.7058823529411765,0.7058823529411765
0.001,100.0,0.7058823529411765,0.6153846153846154
0.001,200.0,0.7058823529411765,0.6153846153846154
0.001,300.0,0.7058823529411765,0.6153846153846154
