lr,epochs,accuracy,f1_score
0.01,200.0,0.9154929577464789,0.9433962264150944
0.01,300.0,0.9154929577464789,0.9433962264150944
0.05,200.0,0.8873239436619719,0.9259259259259259
0.05,300.0,0.8873239436619719,0.9259259259259259
0.05,100.0,0.8591549295774648,0.9090909090909091
0.01,100.0,0.8591549295774648,0.9074074074074074
0.001,300.0,0.8591549295774648,0.9038461538461539
0.001,100.0,0.8169014084507042,0.8807339449541285
0.001,200.0,0.8169014084507042,0.8807339449541285
