lr,epochs,accuracy,f1_score
0.001,100.0,0.6231884057971014,0.7291666666666666
0.001,200.0,0.6231884057971014,0.7291666666666666
0.05,100.0,0.6086956521739131,0.6746987951807228
0.05,200.0,0.6086956521739131,0.6746987951807228
0.001,300.0,0.6376811594202898,0.6666666666666666
0.05,300.0,0.6376811594202898,0.647887323943662
0.01,100.0,0.6231884057971014,0.6176470588235294
0.01,200.0,0.6231884057971014,0.6176470588235294
0.01,300.0,0.6231884057971014,0.6176470588235294
