lr,epochs,accuracy,f1_score
0.001,200.0,0.86,0.8852459016393442
0.001,300.0,0.86,0.8852459016393442
0.01,300.0,0.86,0.8627450980392157
0.001,100.0,0.82,0.8571428571428571
0.01,100.0,0.82,0.8571428571428571
0.01,200.0,0.84,0.8571428571428571
0.05,200.0,0.84,0.8518518518518519
0.05,300.0,0.84,0.8518518518518519
0.05,100.0,0.76,0.8181818181818182
